                    ************************************************************************************************
                    *  Z= 39 A= 90: Positive-Parity Spin-dependent Level Density [MeV-1] for Y  90 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
  30.00  1.665  1.24E+09 1.70E+08 2.06E+09 1.19E+06 3.49E+06 5.60E+06 7.40E+06 8.79E+06 9.76E+06 1.03E+07 1.03E+07 1.00E+07 9.32E+06 8.43E+06 7.40E+06 6.28E+06 5.19E+06 4.15E+06 3.23E+06 2.43E+06 1.78E+06 1.26E+06 8.63E+05 5.71E+05 3.66E+05 2.26E+05 1.35E+05 7.69E+04 4.22E+04 2.22E+04 1.11E+04 5.29E+03 2.37E+03
  40.00  1.923  6.57E+10 4.89E+09 5.92E+10 3.02E+07 8.92E+07 1.43E+08 1.90E+08 2.27E+08 2.53E+08 2.68E+08 2.73E+08 2.67E+08 2.52E+08 2.32E+08 2.07E+08 1.79E+08 1.52E+08 1.25E+08 9.94E+07 7.80E+07 5.90E+07 4.35E+07 3.12E+07 2.18E+07 1.48E+07 9.75E+06 6.21E+06 3.83E+06 2.28E+06 1.32E+06 7.27E+05 3.86E+05 1.96E+05
  50.00  2.150  2.85E+12 2.52E+11 2.82E+12 1.17E+09 3.47E+09 5.60E+09 7.47E+09 9.02E+09 1.02E+10 1.09E+10 1.13E+10 1.12E+10 1.09E+10 1.02E+10 9.40E+09 8.38E+09 7.30E+09 6.22E+09 5.20E+09 4.23E+09 3.37E+09 2.63E+09 2.00E+09 1.49E+09 1.08E+09 7.63E+08 5.29E+08 3.57E+08 2.34E+08 1.50E+08 9.32E+07 5.61E+07 3.28E+07
  60.00  2.355  9.29E+13 8.98E+12 9.23E+13 3.34E+10 9.85E+10 1.60E+11 2.14E+11 2.60E+11 2.95E+11 3.20E+11 3.33E+11 3.36E+11 3.29E+11 3.14E+11 2.93E+11 2.67E+11 2.37E+11 2.07E+11 1.77E+11 1.48E+11 1.21E+11 9.71E+10 7.64E+10 5.91E+10 4.45E+10 3.29E+10 2.38E+10 1.69E+10 1.17E+10 7.95E+09 5.27E+09 3.41E+09 2.15E+09
  70.00  2.543  2.19E+15 2.27E+14 2.16E+15 7.04E+11 2.09E+12 3.38E+12 4.53E+12 5.52E+12 6.33E+12 6.88E+12 7.24E+12 7.33E+12 7.25E+12 6.99E+12 6.59E+12 6.10E+12 5.47E+12 4.85E+12 4.20E+12 3.58E+12 2.99E+12 2.45E+12 1.97E+12 1.56E+12 1.21E+12 9.15E+11 6.83E+11 4.99E+11 3.60E+11 2.53E+11 1.75E+11 1.18E+11 7.80E+10
  80.00  2.719  4.15E+16 4.63E+15 4.27E+16 1.28E+13 3.78E+13 6.16E+13 8.28E+13 1.01E+14 1.16E+14 1.27E+14 1.34E+14 1.37E+14 1.36E+14 1.32E+14 1.26E+14 1.17E+14 1.06E+14 9.55E+13 8.37E+13 7.23E+13 6.13E+13 5.07E+13 4.16E+13 3.34E+13 2.64E+13 2.05E+13 1.56E+13 1.17E+13 8.58E+12 6.19E+12 4.40E+12 3.06E+12 2.09E+12
  90.00  2.884  8.98E+17 1.11E+17 9.58E+17 2.61E+14 7.72E+14 1.26E+15 1.70E+15 2.09E+15 2.40E+15 2.64E+15 2.79E+15 2.88E+15 2.89E+15 2.83E+15 2.71E+15 2.54E+15 2.34E+15 2.12E+15 1.89E+15 1.65E+15 1.42E+15 1.20E+15 9.97E+14 8.15E+14 6.55E+14 5.19E+14 4.06E+14 3.10E+14 2.34E+14 1.73E+14 1.27E+14 9.08E+13 6.39E+13
 100.00  3.040  1.81E+19 2.28E+18 1.92E+19 4.89E+15 1.45E+16 2.36E+16 3.20E+16 3.94E+16 4.53E+16 5.01E+16 5.31E+16 5.49E+16 5.53E+16 5.46E+16 5.24E+16 4.99E+16 4.62E+16 4.22E+16 3.78E+16 3.34E+16 2.90E+16 2.48E+16 2.08E+16 1.73E+16 1.41E+16 1.13E+16 8.95E+15 6.95E+15 5.35E+15 4.01E+15 2.99E+15 2.19E+15 1.57E+15
 110.00  3.188  3.93E+20 5.60E+19 4.31E+20 1.04E+17 3.09E+17 5.03E+17 6.82E+17 8.40E+17 9.70E+17 1.07E+18 1.15E+18 1.19E+18 1.20E+18 1.19E+18 1.15E+18 1.10E+18 1.02E+18 9.38E+17 8.46E+17 7.53E+17 6.57E+17 5.68E+17 4.81E+17 4.02E+17 3.31E+17 2.68E+17 2.14E+17 1.69E+17 1.31E+17 1.00E+17 7.55E+16 5.62E+16 4.11E+16
 120.00  3.330  6.40E+21 9.96E+20 7.09E+21 1.62E+18 4.80E+18 7.83E+18 1.06E+19 1.31E+19 1.51E+19 1.68E+19 1.80E+19 1.87E+19 1.90E+19 1.89E+19 1.84E+19 1.76E+19 1.65E+19 1.52E+19 1.39E+19 1.24E+19 1.09E+19 9.51E+18 8.13E+18 6.86E+18 5.72E+18 4.69E+18 3.78E+18 3.03E+18 2.38E+18 1.85E+18 1.41E+18 1.06E+18 7.91E+17
